,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
10,Spinning Spur Wind II,58774_G_GEN1,58774,G,GEN1,,Onshore Wind,,ERC_PHDL,Texas,48,Oldham,359,48359,161.0,0.0,2014.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58774.0,35.276944,-102.682778,,,,,,,,,0.0,0.0,POINT (-102.682778 35.276944),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,161.0,16.436460649177413,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58774+GEN1
11,Spinning Spur Wind III,58775_G_GEN1,58775,G,GEN1,,Onshore Wind,,ERC_PHDL,Texas,48,Oldham,359,48359,194.0,0.0,2015.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58775.0,35.295,-102.721111,,,,,,,,,0.0,0.0,POINT (-102.721111 35.295),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,194.0,19.8054246331703,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58775+GEN1
12,Mariah del Norte,59005_G_MAR1,59005,G,MAR1,,Onshore Wind,,ERC_PHDL,Texas,48,Parmer,369,48369,230.4,0.0,2016.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59005.0,34.6675,-102.577778,,,,,,,,,0.0,0.0,POINT (-102.577778 34.6675),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,230.4,23.521493997332147,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59005+MAR1
13,"Colbec's Corner, LLC",59068_G_GVII,59068,G,GVII,,Onshore Wind,,ERC_PHDL,Texas,48,Carson,65,48065,200.0,0.0,2016.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59068.0,35.254184,-101.186622,,,,,,,,,0.0,0.0,POINT (-101.186622 35.254184),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,200.0,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59068+GVII
14,South Plains Wind Phase I,59384_G_1,59384,G,1,,Onshore Wind,,ERC_PHDL,Texas,48,Floyd,153,48153,200.0,0.0,2015.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59384.0,34.080556,-101.323611,,,,,,,,,0.0,0.0,POINT (-101.323611 34.080556),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,200.0,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59384+1
15,TX Jumbo Road Wind,59621_G_JRWND,59621,G,JRWND,,Onshore Wind,,ERC_PHDL,Texas,48,Deaf Smith,117,48117,299.7,0.0,2015.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59621.0,34.72,-102.253333,,,,,,,,,0.0,0.0,POINT (-102.253333 34.72),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,299.7,30.596318363717202,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59621+JRWND
16,South Plains II,60087_G_SPII,60087,G,SPII,,Onshore Wind,,ERC_PHDL,Texas,48,Floyd,153,48153,300.0,0.0,2016.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60087.0,34.196962,-101.381494,,,,,,,,,0.0,0.0,POINT (-101.381494 34.196962),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,300.0,30.626945309026233,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60087+SPII
17,Cotton Plains Wind Farm,60210_G_CPWF,60210,G,CPWF,,Onshore Wind,,ERC_PHDL,Texas,48,Floyd,153,48153,50.4,0.0,2017.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60210.0,34.060333,-101.187628,,,,,,,,,0.0,0.0,POINT (-101.187628 34.060333),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,50.4,5.145326811916407,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60210+CPWF
18,Old Settler Wind,60366_G_OSWF,60366,G,OSWF,,Onshore Wind,,ERC_PHDL,Texas,48,Floyd,153,48153,151.2,0.0,2017.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60366.0,34.060333,-101.187628,,,,,,,,,0.0,0.0,POINT (-101.187628 34.060333),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,151.2,15.43598043574922,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60366+OSWF
19,Bethel Wind Farm LLC,60414_G_GEN1,60414,G,GEN1,,Onshore Wind,,ERC_PHDL,Texas,48,Castro,69,48069,276.0,0.0,2017.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60414.0,34.575311,-102.474698,,,,,,,,,0.0,0.0,POINT (-102.474698 34.575311),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,276.0,28.176789684304136,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60414+GEN1
20,Astra Wind Farm,60856_G_ASTRA,60856,G,ASTRA,,Onshore Wind,,ERC_PHDL,Texas,48,Randall,381,48381,163.0,0.0,2017.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60856.0,34.769544,-102.052422,,,,,,,,,0.0,0.0,POINT (-102.052422 34.769544),47,48,48,15.9627257016,8.88067499736,p48,rto8,p60,Wind,,0.0,163.0,16.64064028457092,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60856+ASTRA
21,Seadrift Coke LP,10167_G_GEN1,10167,G,GEN1,,Coal Steam,,ERC_REST,Texas,48,Calhoun,57,48057,7.6,10428.0,1983.0,9999,,,Y,Petroleum Coke,,,,,,,,,,,,,0.79,0.76996,0.76996,0.76996,0.76996,1.0,1.0,1.0,0.98,,,,,,,,Petroleum Coke,10167.0,28.513929,-96.794154,,,,,,,,,1.848930343389776,225.1,POINT (-96.79415400000001 28.513929),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Petroleum Coke,,6.0,2.6599999999999997,775.8826144953313,3.04,0.0,37800.0,4.47,23.750645620868585,1,0.0,1,1,False,False,False,False,10167+GEN1
22,Sam Rayburn,3631_G_4,3631,G,4,,Combustion Turbine,IC Engine,ERC_REST,Texas,48,Victoria,469,48469,1.6,10745.0,1991.0,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,3.0,1.77612,1.77612,1.77612,1.77612,,,,,,,,,,,,Distillate Fuel Oil,3631.0,28.8947,-97.135,,,,,,,,,19.13758483593252,160.1,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Distillate Fuel Oil,,1.0,0.5472,40.835927078701644,0.4,0.0,7340.0,15.45,221.0833490620949,0,0.0,1,1,False,False,False,False,3631+4
23,Sam Rayburn,3631_G_5,3631,G,5,,Combustion Turbine,IC Engine,ERC_REST,Texas,48,Victoria,469,48469,1.6,10745.0,1991.0,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,3.0,1.77612,1.77612,1.77612,1.77612,,,,,,,,,,,,Distillate Fuel Oil,3631.0,28.8947,-97.135,,,,,,,,,19.13758483593252,160.1,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Distillate Fuel Oil,,1.0,0.5472,40.835927078701644,0.4,0.0,7340.0,15.45,221.0833490620949,0,0.0,1,1,False,False,False,False,3631+5
24,Barney M Davis,4939_G_2,4939,G,2,,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,319.0,7736.0,1976.0,9999,tangential,,N,Natural Gas,,,,,SCR,,,,,,,,,0.0193,0.0193,0.0193,0.0193,,,,,,,,,,,,Natural Gas,4939.0,27.6064,-97.3117,,,,,,,,,2.381000415400321,117.0,POINT (-97.3117 27.6064),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Combined Cycle,"(7663.0, 8550.25]",4.0,101.44200000000001,32566.65184526456,127.60000000000001,0.0,13170.0,3.5999999999999996,22.019419213536885,1,0.0,1,1,False,False,False,False,4939+2
25,Newgulf Cogen,50137_G_GEN1,50137,G,GEN1,3640.0,Combustion Turbine,,ERC_REST,Texas,48,Wharton,481,48481,72.0,13440.0,1984.0,9999,,,N,Natural Gas,,,,,,,,,,,,,3.0,0.25759,0.25759,0.25759,0.25759,,,,,,,,,,,,Natural Gas,50137.0,29.2639,-95.8997,,,,,,,,,2.381000415400321,117.0,POINT (-95.8997 29.2639),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Natural Gas,"(11619.0, 25000.0]",2.0,24.624000000000002,1837.616718541574,28.8,0.0,7340.0,15.45,47.450645582980314,0,0.0,1,1,False,False,False,False,50137+GEN1
26,Union Carbide Seadrift Cogen,50150_G_GE10,50150,G,GE10,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,9043.0,1964.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Combined Cycle,"(8550.25, 9300.0]",4.0,9.585,1531.3472654513116,6.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GE10
27,BP Chemicals Green Lake Plant,50404_G_TG2,50404,G,TG2,,Non-Fossil Waste,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,11414.0,1989.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,50404.0,28.5707,-96.8333,,,,,,,,,0.0,160.1,POINT (-96.83329999999999 28.5707),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Non-Fossil Waste,,4.0,15.0,1531.3472654513116,6.0,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,50404+TG2
28,BP Chemicals Green Lake Plant,50404_G_TG3,50404,G,TG3,,Non-Fossil Waste,,ERC_REST,Texas,48,Calhoun,57,48057,23.8,11414.0,1997.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,50404.0,28.5707,-96.8333,,,,,,,,,0.0,160.1,POINT (-96.83329999999999 28.5707),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Non-Fossil Waste,,4.0,23.8,2429.7376611827476,9.520000000000001,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,50404+TG3
29,Rio Grande Valley Sugar Growers,54338_B_6,54338,B,6,,Biomass,,ERC_REST,Texas,48,Hidalgo,215,48215,3.5,17397.0,2009.0,9999,,,Y,Biomass,,,,,,,,ESPH + C + WS,No,,,,,0.25617,0.25617,0.25617,0.25617,,,,,,,,,,,,Biomass,54338.0,26.269683,-97.867012,,,,,,,,,0.0,91.9,POINT (-97.867012 26.269683),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Biomass,,4.0,3.5,357.31436193863937,1.4000000000000001,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,54338+6
30,Pattern Gulf Wind,56661_G_1,56661,G,1,,Onshore Wind,,ERC_REST,Texas,48,Kenedy,261,48261,283.2,0.0,2008.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56661.0,27.0011,-97.5994,,,,,,,,,0.0,0.0,POINT (-97.5994 27.0011),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,283.2,28.911836371720764,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,56661+1
31,Penascal Wind Power LLC,56795_G_1,56795,G,1,,Onshore Wind,,ERC_REST,Texas,48,Kenedy,261,48261,201.6,0.0,2009.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56795.0,27.0702,-97.5077,,,,,,,,,0.0,0.0,POINT (-97.5077 27.0702),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,201.6,20.581307247665627,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,56795+1
32,EC&R Papalote Creek I LLC,56983_G_1,56983,G,1,,Onshore Wind,,ERC_REST,Texas,48,San Patricio,409,48409,180.0,0.0,2009.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56983.0,27.9386,-97.4586,,,,,,,,,0.0,0.0,POINT (-97.4586 27.9386),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,180.0,18.376167185415742,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,56983+1
33,Penascal II Wind Project LLC,57095_G_1,57095,G,1,,Onshore Wind,,ERC_REST,Texas,48,Kenedy,261,48261,201.0,0.0,2010.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57095.0,27.1197,-97.5499,,,,,,,,,0.0,0.0,POINT (-97.54989999999999 27.1197),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,201.0,20.520053357047576,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57095+1
34,Blue Wing Solar Energy Generation,57197_G_1,57197,G,1,,Solar PV,,ERC_REST,Texas,48,Bexar,29,48029,13.5,0.0,2010.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,57197.0,29.304177,-98.400339,,,,,,,,,0.0,0.0,POINT (-98.400339 29.304177),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Solar,,0.0,13.5,1.3782125389061806,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57197+1
35,EC&R Papalote Creek II LLC,57212_G_1,57212,G,1,,Onshore Wind,,ERC_REST,Texas,48,San Patricio,409,48409,200.1,0.0,2010.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57212.0,27.9958,-97.2967,,,,,,,,,0.0,0.0,POINT (-97.2967 27.9958),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,200.1,20.428172521120498,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57212+1
36,Cedro Hill Wind LLC,57260_G_1,57260,G,1,,Onshore Wind,,ERC_REST,Texas,48,Webb,479,48479,150.0,0.0,2010.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57260.0,27.576111,-98.905278,,,,,,,,,0.0,0.0,POINT (-98.905278 27.576111),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57260+1
37,Hidalgo Wind Farm LLC,57617_G_GEN1,57617,G,GEN1,,Onshore Wind,,ERC_REST,Texas,48,Hidalgo,215,48215,250.0,0.0,2016.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57617.0,26.465556,-98.411111,,,,,,,,,0.0,0.0,POINT (-98.41111100000001 26.465556),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,250.0,25.522454424188528,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57617+GEN1
38,Los Vientos Wind 1A,57751_G_1,57751,G,1,,Onshore Wind,,ERC_REST,Texas,48,Cameron,61,48061,200.0,0.0,2012.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57751.0,26.33072,-97.5857,,,,,,,,,0.0,0.0,POINT (-97.5857 26.33072),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,200.0,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57751+1
39,Los Vientos Wind 1B,57752_G_1,57752,G,1,,Onshore Wind,,ERC_REST,Texas,48,Cameron,61,48061,201.6,0.0,2012.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57752.0,26.34892,-97.6668,,,,,,,,,0.0,0.0,POINT (-97.66679999999999 26.34892),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,201.6,20.581307247665627,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57752+1
40,Magic Valley Wind Farm I LLC,57802_G_MV1,57802,G,MV1,,Onshore Wind,,ERC_REST,Texas,48,Willacy,489,48489,203.0,0.0,2012.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57802.0,26.475278,-97.691111,,,,,,,,,0.0,0.0,POINT (-97.69111100000001 26.475278),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,203.0,20.724232992441085,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57802+MV1
41,Baffin Wind,57927_G_1,57927,G,1,,Onshore Wind,,ERC_REST,Texas,48,Kenedy,261,48261,188.0,0.0,2014.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57927.0,27.223056,-97.789167,,,,,,,,,0.0,0.0,POINT (-97.78916700000001 27.223056),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,188.0,19.192885726989775,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57927+1
