gid,scenario,latitude,longitude,demand_ammonia_kg,demand_biofuel_kg,demand_ldv_kg,demand_metals_kg,demand_methanol_kg,demand_mhdv_kg,demand_ng_kg,demand_refining_kg,demand_storage_kg,demand_synfuel_kg,supply_lte_kg,supply_nuclearhte_kg,supply_smr_kg,total_demand_kg,total_supply_kg
1,Current R&D,25.9656549,-97.47349439,0,0,389251.5356,0,0,173000.6825,0,0,0,0,0,0,0,562252.218,0
2,Current R&D,26.16726259,-97.70732103,0,0,156775.3374,0,0,69677.92773,0,0,0,0,0,0,0,226453.2651,0
3,Current R&D,26.17698481,-80.23198009,0,0,205404078.8,0,0,91290701.69,0,0,0,0,0,0,0,296694780.5,0
4,Current R&D,26.21127837,-81.7453499,0,0,10956815.95,0,0,4869695.978,0,0,0,0,0,0,0,15826511.93,0
5,Current R&D,26.24034618,-98.17500675,0,0,2412027.923,0,0,1072012.41,0,0,0,0,0,0,0,3484040.333,0
6,Current R&D,26.37507016,-98.85081967,0,0,153558.6105,0,0,68248.27135,0,0,0,0,0,0,0,221806.8819,0
7,Current R&D,26.59995104,-81.84186623,0,0,7097588.281,0,0,3154483.68,0,0,0,0,0,0,0,10252071.96,0
8,Current R&D,27.00692437,-82.12386758,0,0,644574.3804,0,0,286477.5024,0,0,0,0,0,0,0,931051.8828,0
9,Current R&D,27.2650432,-80.3026657,0,0,17168034.96,0,0,7630237.76,0,0,0,0,0,0,0,24798272.72,0
10,Current R&D,27.30239188,-82.47260729,0,0,7694551.624,0,0,3419800.722,0,0,0,0,0,0,0,11114352.35,0
11,Current R&D,27.51972229,-81.47494742,0,0,73203.21342,0,0,32534.76152,0,0,0,0,0,0,0,105737.9749,0
12,Current R&D,27.53591299,-99.47836772,0,0,813214.4193,0,0,361428.6308,0,0,0,0,0,0,0,1174643.05,0
13,Current R&D,27.66292592,-80.4204576,0,0,478075.9898,0,0,212478.2177,0,0,0,0,0,0,0,690554.2076,0
14,Current R&D,27.74616032,-97.41376367,0,61469931.5,1014476.926,0,0,450878.634,0,334179965.4,0,0,0,0,1047143870,397115252.4,1047143870
15,Current R&D,28.00711679,-82.51081464,0,0,45900197.41,0,0,20400087.74,0,0,0,0,0,0,0,66300285.14,0
16,Current R&D,28.02209498,-81.95712167,0,0,385639.4773,0,0,171395.3232,0,0,0,0,0,0,0,557034.8005,0
17,Current R&D,28.04315553,-81.70354377,0,0,130360.6529,0,0,57938.06796,0,0,0,0,0,0,0,188298.7209,0
18,Current R&D,28.18882919,-80.67420689,0,0,4618818.561,0,0,2052808.249,0,0,0,0,0,0,0,6671626.811,0
19,Current R&D,28.28694287,-82.19945298,0,0,30833.10392,0,0,13703.60174,0,0,0,0,0,0,0,44536.70567,0
20,Current R&D,28.30082136,-81.38341164,0,0,5620028.679,0,0,2497790.524,0,0,0,0,0,0,0,8117819.203,0
21,Current R&D,28.33190385,-81.65426904,0,0,98120.63278,0,0,43609.17012,0,0,0,0,0,0,0,141729.8029,0
22,Current R&D,28.4659,-98.1782,0,61469931.5,0,0,0,0,0,35055189.45,0,0,0,0,25868178.6,96525120.95,25868178.6
23,Current R&D,28.49178417,-82.52346507,0,0,68610.70732,0,0,30493.6477,0,0,0,0,0,0,0,99104.35501,0
24,Current R&D,28.58381643,-81.41199908,0,0,21723215.19,0,0,9654762.306,0,0,0,0,0,0,0,31377977.49,0
25,Current R&D,28.60251249,-80.83514981,0,0,16634.42733,0,0,7393.078812,0,0,0,0,0,0,0,24027.50614,0
26,Current R&D,28.69816397,-100.4725695,0,0,84017.26131,0,0,37341.00503,0,0,0,0,0,0,0,121358.2663,0
27,Current R&D,28.81646999,-81.77484945,0,0,177356.5924,0,0,78825.15219,0,0,0,0,0,0,0,256181.7446,0
28,Current R&D,28.82642001,-96.98442075,0,30734965.75,170686.2655,0,0,75860.56243,0,0,0,0,0,0,80450035.44,30981512.58,80450035.44
29,Current R&D,28.88579076,-82.43146853,0,0,37477.13711,0,0,16656.50538,0,0,0,0,0,0,0,54133.6425,0
30,Current R&D,28.96078381,-81.26803175,0,0,223959.1283,0,0,99537.39034,0,0,0,0,0,0,0,323496.5186,0
31,Current R&D,28.96297164,-81.99426922,0,0,416850.8735,0,0,185267.0549,0,0,0,0,0,0,0,602117.9284,0
32,Current R&D,29.0460706,-95.4072996,0,92204897.25,169136.3614,0,0,75171.71618,0,100157684.1,0,0,0,0,945166601.4,192606889.5,945166601.4
33,Current R&D,29.15412475,-82.13317646,0,0,194486.8635,0,0,86438.60601,0,0,0,0,0,0,0,280925.4695,0
34,Current R&D,29.25911338,-81.07375557,0,0,2024112.414,0,0,899605.5172,0,0,0,0,0,0,0,2923717.931,0
35,Current R&D,29.28703539,-94.82187954,0,30734965.75,54420.70918,0,0,24186.98186,0,88986250.15,0,0,0,0,0,119799823.6,0
36,Current R&D,29.36919555,-100.8816933,0,0,758.1147413,0,0,336.939885,0,0,0,0,0,0,0,1095.054626,0
37,Current R&D,29.38846103,-95.02886775,0,61469931.5,301013.5823,0,0,133783.8144,0,219769072.3,0,0,0,0,2311580439,281673801.2,2311580439
38,Current R&D,29.51527848,-98.4761833,0,30734965.75,48683035.74,0,0,21636904.77,0,8089659.104,0,0,0,0,0,109144565.4,0
39,Current R&D,29.65933485,-82.37221225,0,0,1290404.756,0,0,573513.2249,0,0,0,0,0,0,0,1863917.981,0
40,Current R&D,29.66781421,-90.73146582,0,13581143.79,267547.0615,0,0,118909.8051,0,0,0,0,0,0,177455705.2,13967600.65,177455705.2
41,Current R&D,29.69084043,-91.19311506,0,0,1406.014106,0,0,624.8951584,0,0,0,0,0,0,0,2030.909265,0
42,Current R&D,29.783503,-95.39388824,0,92204897.25,161436154.6,0,0,71749402.03,0,639660902,0,0,0,0,1003944011,965051355.9,1003944011
43,Current R&D,29.868869,-97.92118273,0,30734965.75,182653.6399,0,0,81179.3955,0,5778327.932,0,0,0,0,0,36777126.72,0
44,Current R&D,29.95855527,-90.14535644,132113821.1,40743431.36,8503350.245,0,0,3779266.775,0,647557950.2,0,0,0,0,2206131061,832697819.7,2206131061
45,Current R&D,29.98479371,-93.91777803,47764227.64,92204897.25,424580.1208,0,0,188702.2759,0,498862311.4,0,0,0,0,1514553718,639444718.7,1514553718
46,Current R&D,30,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Current R&D,30.07,-83.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Current R&D,30.11831127,-94.12682864,0,61469931.5,374146.5088,0,0,166287.3372,0,145382730.8,0,0,0,0,128823529.4,207393096.1,128823529.4
49,Current R&D,30.16666755,-92.01089738,0,13581143.79,566526.1009,0,0,251789.3782,0,31973414.56,0,0,0,0,0,46372873.82,0
50,Current R&D,30.19391197,-85.67705897,0,32611277.45,60400.61671,45977011.49,0,26844.71854,0,0,0,0,0,0,0,78675534.28,0
51,Current R&D,30.22289052,-93.25148889,0,27162287.58,422765.7847,0,0,187895.9043,0,315111483.2,0,0,0,0,994760807.9,342884432.5,994760807.9
52,Current R&D,30.23058171,-95.47993941,0,0,2269078.961,0,0,1008479.538,0,0,0,0,0,0,0,3277558.5,0
53,Current R&D,30.241479,-81.64975268,0,0,15315734.25,0,0,6806993,0,0,0,0,0,0,0,22122727.25,0
54,Current R&D,30.2951968,-89.79109351,0,0,8068.569967,0,0,3586.031096,0,0,0,0,0,0,0,11654.60106,0
55,Current R&D,30.35966843,-97.76188926,0,0,44139005.32,0,0,19617335.7,0,0,0,0,0,0,0,63756341.01,0
56,Current R&D,30.402697,-89.02282056,0,20871338.95,138573.8737,45977011.49,0,61588.3883,0,0,0,0,0,0,0,67048512.71,0
57,Current R&D,30.42364052,-91.03723493,615853658.5,40743431.36,4491549.444,0,0,1996244.197,0,333486566,0,0,0,0,1566780326,996571449.6,1566780326
58,Current R&D,30.43478701,-90.10555427,0,0,278661.1373,0,0,123849.3944,0,0,0,0,0,0,0,402510.5317,0
59,Current R&D,30.47291465,-84.2690715,0,32611277.45,986547.811,0,0,438465.6938,0,0,0,0,0,0,0,34036290.96,0
60,Current R&D,30.48875488,-87.25291617,0,97833832.36,1279016.028,45977011.49,0,568451.568,0,1926109.311,0,0,0,0,29748405.39,147584420.8,29748405.39
61,Current R&D,30.62620521,-96.3321831,0,0,580441.141,0,0,257973.8405,0,0,0,0,0,0,0,838414.9815,0
62,Current R&D,30.66690735,-88.16451548,0,30122676.29,1454880.812,45977011.49,0,646613.694,0,179320776.8,0,0,0,0,731810772.5,257521959.1,731810772.5
63,Current R&D,30.70952684,-95.54512295,0,0,60497.67982,0,0,26887.8577,0,0,0,0,0,0,0,87385.53751,0
64,Current R&D,30.80088181,-102.5208253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Current R&D,30.8496,-83.2782,0,15706690.53,0,0,0,0,0,0,0,0,0,0,16814316.09,15706690.53,16814316.09
66,Current R&D,31.09484174,-97.41530273,0,0,313019.76,0,0,139119.8933,0,0,0,0,0,0,0,452139.6534,0
67,Current R&D,31.09564625,-97.7512764,0,0,981195.28,0,0,436086.7911,0,0,0,0,0,0,0,1417282.071,0
68,Current R&D,31.292676,-85.111597,0,10040892.1,0,45977011.49,0,0,0,0,0,0,0,0,0,56017903.59,0
69,Current R&D,31.33552227,-94.73883074,0,30734965.75,100023.6518,0,0,44454.95637,0,0,0,0,0,0,36215450.04,30879444.36,36215450.04
70,Current R&D,31.33775465,-92.45338697,0,0,36443.11222,0,0,16196.93876,0,0,0,0,0,0,0,52640.05098,0
71,Current R&D,31.40587056,-110.959714,0,0,227475.4748,0,0,101100.211,0,0,0,0,0,0,0,328575.6858,0
72,Current R&D,31.43991656,-100.4571056,0,0,292499.9385,0,0,129999.9727,0,0,0,0,0,0,0,422499.9112,0
73,Current R&D,31.53544511,-110.2858186,0,0,217191.3111,0,0,96529.47161,0,0,0,0,0,0,0,313720.7827,0
74,Current R&D,31.54222589,-97.1662379,0,0,794536.1592,0,0,353127.1819,0,0,0,0,0,0,0,1147663.341,0
75,Current R&D,31.61247785,-94.65340669,0,0,53312.07264,0,0,23694.25451,0,0,0,0,0,0,0,77006.32715,0
76,Current R&D,31.78066369,-106.3894049,0,30734965.75,13117162.18,0,0,5829849.859,0,51619729.52,0,0,0,0,0,101301707.3,0
77,Current R&D,31.814884,-89.009189,0,20871338.95,0,45977011.49,0,0,0,4815273.276,0,0,0,0,0,71663623.72,0
78,Current R&D,31.86521963,-102.4015017,0,30734965.75,990947.3324,0,0,440421.0366,0,0,0,0,0,0,0,32166334.12,0
79,Current R&D,31.8947386,-110.993762,0,0,367608.2438,0,0,163381.4417,0,0,0,0,0,0,0,530989.6855,0
80,Current R&D,31.960773,-90.981733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Current R&D,31.99670924,-102.108043,0,30734965.75,931266.4126,0,0,413896.1834,0,28506417.8,0,0,0,0,0,60586546.14,0
82,Current R&D,32.04405209,-81.15342746,0,0,190111.1242,0,0,84493.83299,0,0,0,0,0,0,0,274604.9572,0
83,Current R&D,32.21496541,-80.79638334,0,0,186861.7145,0,0,83049.6509,0,0,0,0,0,0,0,269911.3654,0
84,Current R&D,32.25456136,-110.9462179,0,0,19182063.05,0,0,8525361.354,0,0,0,0,0,0,0,27707424.4,0
85,Current R&D,32.31031406,-95.3011666,0,30734965.75,741072.1033,0,0,329365.3792,0,28891639.66,0,0,0,0,0,60697042.89,0
86,Current R&D,32.3299423,-90.15626979,82317073.17,83485355.81,591105.6343,45977011.49,0,262713.6152,0,10516556.84,0,0,0,0,142804394.3,223149816.6,142804394.3
87,Current R&D,32.33217541,-106.7621244,0,0,452719.1222,0,0,201208.4987,0,0,0,0,0,0,0,653927.6209,0
88,Current R&D,32.36788515,-97.37612835,0,0,94771.01478,0,0,42120.45101,0,0,0,0,0,0,0,136891.4658,0
89,Current R&D,32.39987738,-86.29676999,0,20081784.19,86290.26183,45977011.49,0,38351.22748,0,0,0,0,0,0,6467044.649,66183437.18,6467044.649
90,Current R&D,32.42833222,-99.74648713,0,0,466771.8554,0,0,207454.158,0,0,0,0,0,0,0,674226.0134,0
91,Current R&D,32.48539191,-84.980651,0,15706690.53,145233.1868,45977011.49,0,64548.08304,0,0,0,0,0,0,0,61893483.29,0
92,Current R&D,32.48544707,-93.75593694,0,27162287.58,430094.0499,0,0,191152.9111,0,31857848,0,0,0,0,15779588.94,59641382.53,15779588.94
93,Current R&D,32.51855504,-94.7806703,0,30734965.75,231127.621,0,0,102723.3871,0,0,0,0,0,0,124167.2573,31068816.76,124167.2573
94,Current R&D,32.52079279,-92.1166126,0,0,196300.5228,0,0,87244.6768,0,0,0,0,0,0,0,283545.1996,0
95,Current R&D,32.58420891,-83.66935839,0,15706690.53,118144.2291,45977011.49,0,52508.54624,0,0,0,0,0,0,0,61854354.8,0
96,Current R&D,32.67780425,-114.5683055,0,0,3667319.705,0,0,1629919.869,0,0,0,0,0,0,0,5297239.573,0
97,Current R&D,32.73119857,-103.1387527,0,0,166824.9268,0,0,74144.41193,0,0,0,0,0,0,0,240969.3388,0
98,Current R&D,32.75182594,-97.72515153,0,0,147196.1818,0,0,65420.52524,0,0,0,0,0,0,0,212616.707,0
99,Current R&D,32.77064474,-115.545086,0,0,3153907.5,0,0,1401736.666,0,0,0,0,0,0,0,4555644.166,0
100,Current R&D,32.81525112,-96.97143381,0,30734965.75,173102446.8,0,0,76934420.8,0,0,0,0,0,0,4009567.682,280771833.4,4009567.682
101,Current R&D,32.83442899,-83.67135762,0,15706690.53,80241.69204,45977011.49,0,35662.97424,0,0,0,0,0,0,0,61799606.69,0
102,Current R&D,32.90202251,-80.01594336,0,0,6142921.736,0,0,2730187.438,0,0,0,0,0,0,0,8873109.174,0
103,Current R&D,32.90246623,-105.949215,0,0,125375.0304,0,0,55722.23572,0,0,0,0,0,0,0,181097.2661,0
104,Current R&D,32.90761491,-111.7395221,0,0,635130.4475,0,0,282280.1989,0,0,0,0,0,0,0,917410.6464,0
105,Current R&D,32.92819635,-117.1291121,0,0,172121015,0,0,76498228.9,0,0,0,0,0,0,0,248619243.9,0
106,Current R&D,33.06065018,-112.0248156,0,0,250717.8916,0,0,111430.174,0,0,0,0,0,0,0,362148.0656,0
107,Current R&D,33.09586211,-97.06800071,0,0,8968687.399,0,0,3986083.288,0,0,0,0,0,0,0,12954770.69,0
108,Current R&D,33.2014573,-92.6734066,73170731.71,117711088.2,0,0,0,0,0,32743858.28,0,0,0,0,161715568.4,223625678.2,161715568.4
109,Current R&D,33.20620768,-87.53840886,0,30122676.29,61714.01927,45977011.49,0,27428.45301,0,15408874.48,0,0,0,0,41389085.75,91597704.74,41389085.75
110,Current R&D,33.20768189,-96.66996522,0,0,3424281.152,0,0,1521902.734,0,0,0,0,0,0,0,4946183.886,0
111,Current R&D,33.36524892,-104.5285552,0,11291782.09,189410.8523,0,0,84182.60102,0,44300514.14,0,0,0,0,23281360.74,55865889.68,23281360.74
112,Current R&D,33.3682,-92.731,0,78474058.83,0,0,0,0,0,2966208.338,0,0,0,0,6467044.649,81440267.16,6467044.649
113,Current R&D,33.39835178,-91.03773201,0,20871338.95,4303.466669,45977011.49,0,1912.651853,0,0,0,0,0,0,0,66854566.57,0
114,Current R&D,33.41467024,-100.4828222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Current R&D,33.43937911,-94.07056686,0,0,58539.50048,0,0,26017.55577,0,0,0,0,0,0,0,84557.05625,0
116,Current R&D,33.46967965,-86.79080135,0,10040892.1,3788870.545,45977011.49,0,1683942.464,0,0,0,0,0,0,0,61490716.6,0
117,Current R&D,33.47237617,-112.3987515,0,0,4080879.403,0,0,1813724.179,0,0,0,0,0,838070708,0,5894603.583,838070708
118,Current R&D,33.4882414,-81.99597506,114837398.4,31413381.05,3421413.368,0,0,1520628.164,0,0,0,0,0,0,236378507.9,151192821,236378507.9
119,Current R&D,33.49399433,-111.9698648,0,0,136496052.9,0,0,60664912.4,0,0,0,0,0,0,0,197160965.3,0
120,Current R&D,33.50153628,-88.39121113,0,41742677.91,2050.2949,45977011.49,0,911.2421778,0,0,0,0,0,0,55099220.41,87722650.94,55099220.41
121,Current R&D,33.55270384,-117.6587986,0,0,35921513.14,0,0,15965116.95,0,0,0,0,0,0,0,51886630.09,0
122,Current R&D,33.5596661,-101.8917268,0,0,1058082.84,0,0,470259.0401,0,0,0,0,0,0,0,1528341.88,0
123,Current R&D,33.62331092,-117.1980418,0,0,12960546.36,0,0,5760242.825,0,0,0,0,0,0,0,18720789.18,0
124,Current R&D,33.6558,-85.8503,0,20081784.19,0,45977011.49,0,0,0,0,0,0,0,0,1676257.973,66058795.69,1676257.973
125,Current R&D,33.69432265,-96.59445098,0,61469931.5,114548.6525,0,0,50910.51221,0,33899523.87,0,0,0,0,134514528.7,95534914.53,134514528.7
126,Current R&D,33.7464375,-116.3470086,0,0,14385116.91,0,0,6393385.292,0,0,0,0,0,0,0,20778502.2,0
127,Current R&D,33.75220192,-116.9800954,0,0,6495314.344,0,0,2886806.375,0,0,0,0,0,0,0,9382120.719,0
128,Current R&D,33.76136397,-78.84949451,0,0,2802712.515,0,0,1245650.007,0,0,0,0,0,0,0,4048362.522,0
129,Current R&D,33.82407101,-84.33245188,0,31413381.05,126148990.6,45977011.49,0,56066218.06,0,0,0,0,0,0,10295535.08,259605601.2,10295535.08
130,Current R&D,33.90280473,-98.5186186,0,0,146760.0096,0,0,65226.67094,0,0,0,0,0,0,0,211986.6805,0
131,Current R&D,33.94374817,-83.39779667,0,15706690.53,1411080.007,45977011.49,0,627146.6696,0,0,0,0,0,0,0,63721928.7,0
132,Current R&D,33.98330691,-118.1057299,0,12629211.03,673768862.7,0,0,299452827.9,0,451402978,0,0,0,0,2365644933,1437253880,2365644933
133,Current R&D,33.98669349,-117.3452636,0,6314605.517,77972615.12,0,0,34654495.61,0,0,0,0,0,0,24833451.45,118941716.3,24833451.45
134,Current R&D,34.03543678,-81.07614074,0,40844506.71,4359284.384,0,0,1937459.726,0,0,0,0,0,0,13710134.66,47141250.82,13710134.66
135,Current R&D,34.18299976,-111.609878,0,11388440.36,0,0,0,0,0,0,0,0,0,0,0,11388440.36,0
136,Current R&D,34.19577029,-118.8607338,0,0,15353363.92,0,0,6823717.296,0,0,0,0,0,0,0,22177081.21,0
137,Current R&D,34.21744644,-77.89749419,0,0,132138.6654,0,0,58728.29573,0,0,0,0,0,0,0,190866.9611,0
138,Current R&D,34.21777206,-92.03862841,0,39237029.41,10954.95669,0,0,4868.869639,0,0,0,0,0,0,2607512.403,39252853.24,2607512.403
139,Current R&D,34.23055023,-119.0338489,0,0,3875307.825,0,0,1722359.034,0,0,0,0,0,0,0,5597666.859,0
140,Current R&D,34.25380939,-119.2050426,0,0,24711214.23,0,0,10982761.88,0,0,0,0,0,0,0,35693976.11,0
141,Current R&D,34.26263629,-83.85702071,0,31413381.05,1200801.825,45977011.49,0,533689.6998,0,0,0,0,0,0,2048759.745,79124884.07,2048759.745
142,Current R&D,34.26860129,-118.7467894,0,0,5739888.61,0,0,2551061.604,0,0,0,0,0,0,0,8290950.214,0
143,Current R&D,34.42746632,-118.5313506,0,0,11906766.74,0,0,5291896.33,0,0,0,0,0,0,0,17198663.07,0
144,Current R&D,34.42784952,-119.7226257,0,0,9647325.691,0,0,4287700.307,0,0,0,0,0,0,0,13935026,0
145,Current R&D,34.472633,-93.07294584,0,0,44921.27839,0,0,19965.01262,0,0,0,0,0,0,0,64886.291,0
146,Current R&D,34.47688612,-117.3120699,0,0,7557057.379,0,0,3358692.168,0,0,0,0,0,0,0,10915749.55,0
147,Current R&D,34.49537859,-114.3145716,0,0,384120.4818,0,0,170720.2141,0,0,0,0,0,0,0,554840.696,0
148,Current R&D,34.52186967,-82.66056461,0,40844506.71,364063.5119,45977011.49,0,161806.0053,0,0,0,0,0,0,0,87347387.72,0
149,Current R&D,34.57890443,-112.3989019,0,0,2283618.138,0,0,1014941.395,0,0,0,0,0,0,0,3298559.533,0
150,Current R&D,34.61847896,-98.41739007,0,0,118716.4956,0,0,52762.88695,0,0,0,0,0,0,0,171479.3826,0
151,Current R&D,34.62517563,-118.1218362,0,0,8815330.955,0,0,3917924.869,0,0,0,0,0,0,0,12733255.82,0
152,Current R&D,34.665404,-120.4603686,0,0,976087.3124,0,0,433816.5833,0,0,0,0,0,0,0,1409903.896,0
153,Current R&D,34.72378331,-76.83675331,0,0,27905.89361,0,0,12402.61938,0,0,0,0,0,0,0,40308.51299,0
154,Current R&D,34.73935568,-86.63837073,0,20081784.19,4377432.748,45977011.49,0,1945525.666,0,0,0,0,0,0,54706024.1,72381754.1,54706024.1
155,Current R&D,34.74400639,-77.41732465,0,0,230813.5968,0,0,102583.8208,0,0,0,0,0,0,0,333397.4176,0
156,Current R&D,34.7547,-87.635,24390243.9,30122676.29,0,45977011.49,0,0,0,0,0,0,0,0,32348373.97,100489931.7,32348373.97
157,Current R&D,34.75730908,-92.31930789,0,0,1006777.987,0,0,447456.8832,0,0,0,0,0,0,0,1454234.87,0
158,Current R&D,34.76169005,-106.7128873,0,0,397820.6814,0,0,176809.1918,0,0,0,0,0,0,0,574629.8732,0
159,Current R&D,34.76656262,-82.25328174,0,0,1511961.771,0,0,671983.0095,0,0,0,0,0,0,0,2183944.781,0
160,Current R&D,34.8448296,-82.43927771,0,0,1076308.114,0,0,478359.162,0,0,0,0,0,0,0,1554667.276,0
161,Current R&D,34.91110838,-120.4383906,0,6314605.517,3536634.819,0,0,1571837.697,0,3852218.621,0,0,0,0,0,15275296.65,0
162,Current R&D,34.95717611,-81.03468412,0,0,14307.24495,0,0,6358.775531,0,0,0,0,0,0,0,20666.02048,0
163,Current R&D,34.97354667,-81.99163297,0,0,19041.30858,0,0,8462.803812,0,0,0,0,0,0,0,27504.11239,0
164,Current R&D,35.05214678,-78.97991294,0,0,2262038.066,0,0,1005350.252,0,0,0,0,0,0,0,3267388.318,0
165,Current R&D,35.05809977,-85.21005766,0,25156976.03,2976701.184,45977011.49,0,1322978.304,0,0,0,0,0,0,20746279.23,75433667.01,20746279.23
166,Current R&D,35.06681392,-92.43738367,0,0,18940.78017,0,0,8418.12452,0,0,0,0,0,0,0,27358.90469,0
167,Current R&D,35.07364973,-77.04925627,0,0,40582.8254,0,0,18036.81129,0,0,0,0,0,0,0,58619.63669,0
168,Current R&D,35.07836021,-114.5822913,0,0,314381.8946,0,0,139725.2865,0,0,0,0,0,0,0,454107.1811,0
169,Current R&D,35.09401516,-89.91762321,0,37735464.04,2613838.411,45977011.49,0,1161705.96,0,75118263.11,0,0,0,0,22639829.91,162606283,22639829.91
170,Current R&D,35.11826348,-120.6069725,0,0,2123181.268,0,0,943636.1191,0,0,0,0,0,0,0,3066817.387,0
171,Current R&D,35.14181823,-106.6305308,0,0,9944088.07,0,0,4419594.698,0,0,0,0,0,0,0,14363682.77,0
172,Current R&D,35.177174,-79.43609384,0,0,100760.0376,0,0,44782.23894,0,0,0,0,0,0,0,145542.2765,0
173,Current R&D,35.19831874,-101.8483336,65040650.41,92204897.25,779530.6145,0,0,346458.0509,0,59324166.77,0,0,0,0,466524556,217695703.1,466524556
174,Current R&D,35.20004052,-111.6250512,0,0,1346752.911,0,0,598556.8495,0,0,0,0,0,0,0,1945309.761,0
175,Current R&D,35.21388197,-97.44394674,0,90459701.24,193487.5542,0,0,85994.46855,0,28891639.66,0,0,0,0,23281360.74,119630822.9,23281360.74
176,Current R&D,35.22240283,-114.0176949,0,0,310743.9629,0,0,138108.4279,0,0,0,0,0,0,0,448852.3908,0
177,Current R&D,35.24979551,-80.8157913,0,95741198.77,14232395.01,0,0,6325508.895,0,0,0,0,0,0,1241672.573,116299102.7,1241672.573
178,Current R&D,35.25955272,-81.15213742,0,0,27888.70949,0,0,12394.982,0,0,0,0,0,0,0,40283.69149,0
179,Current R&D,35.2741138,-93.13134844,0,0,8796.863118,0,0,3909.716941,0,0,0,0,0,0,0,12706.58006,0
180,Current R&D,35.27918662,-120.6656957,0,0,1947709.331,0,0,865648.5917,0,0,0,0,0,0,0,2813357.923,0
181,Current R&D,35.33734663,-96.92194425,0,0,13711.59178,0,0,6094.040793,0,0,0,0,0,0,0,19805.63258,0
182,Current R&D,35.33839195,-87.8812237,0,25156976.03,0,45977011.49,0,0,0,0,0,0,0,0,19659815.73,71133987.52,19659815.73
183,Current R&D,35.36128658,-119.0306803,0,18943816.55,23072030.4,0,0,10254235.73,0,20031536.83,0,0,0,0,76828490.43,72301619.52,76828490.43
184,Current R&D,35.37807736,-94.36306284,0,0,283531.2276,0,0,126013.8789,0,0,0,0,0,0,0,409545.1065,0
185,Current R&D,35.38675904,-77.9832049,0,0,37818.35545,0,0,16808.15798,0,0,0,0,0,0,0,54626.51343,0
186,Current R&D,35.39561967,-109.4888389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Current R&D,35.46127672,-79.17232538,0,0,4387.489967,0,0,1949.995541,0,0,0,0,0,0,0,6337.485508,0
188,Current R&D,35.48712408,-80.58188837,0,0,1811429.546,0,0,805079.798,0,0,0,0,0,0,0,2616509.344,0
189,Current R&D,35.488468,-108.427359,0,0,0,0,0,0,0,10015768.41,0,0,0,0,0,10015768.41,0
190,Current R&D,35.49874033,-82.56431524,0,0,1365454.168,0,0,606868.519,0,0,0,0,0,0,0,1972322.687,0
191,Current R&D,35.50413881,-97.52523817,0,0,8180823.588,0,0,3635921.595,0,0,0,0,0,0,0,11816745.18,0
192,Current R&D,35.52774675,-120.6718214,0,0,1135272.077,0,0,504565.3676,0,0,0,0,0,0,0,1639837.445,0
193,Current R&D,35.58176189,-77.3730195,0,0,274611.8691,0,0,122049.7196,0,0,0,0,0,0,0,396661.5888,0
194,Current R&D,35.62432591,-117.6831914,0,0,640442.6771,0,0,284641.1898,0,0,0,0,0,0,0,925083.8669,0
195,Current R&D,35.64326422,-106.0077711,0,0,340500.46,0,0,151333.5378,0,0,0,0,0,0,0,491833.9978,0
196,Current R&D,35.73773272,-77.93204343,0,0,25216.18899,0,0,11207.19511,0,0,0,0,0,0,0,36423.3841,0
197,Current R&D,35.7514463,-95.35106067,36585365.85,45229850.62,8130.135024,0,0,3613.393344,0,0,0,0,0,0,48522560.95,81826960,48522560.95
198,Current R&D,35.75830911,-81.41835935,0,0,1794203.522,0,0,797423.7876,0,0,0,0,0,0,0,2591627.31,0
199,Current R&D,35.76971047,-78.66919695,0,95741198.77,16887324.35,0,0,7505477.487,0,0,0,0,0,0,2048759.745,120134000.6,2048759.745
200,Current R&D,35.77369668,-119.2657338,0,0,760362.0077,0,0,337938.6701,0,0,0,0,0,0,0,1098300.678,0
201,Current R&D,35.82930816,-90.68901485,0,0,11766.75179,0,0,5229.667462,0,0,0,0,0,0,0,16996.41925,0
202,Current R&D,35.84951815,-86.40510169,0,12578488.01,46452.96409,45977011.49,0,20645.76182,0,0,0,0,0,0,0,58622598.23,0
203,Current R&D,35.91675896,-84.0250407,0,12578488.01,5202766.549,45977011.49,0,2312340.688,0,0,0,0,0,0,0,66070606.75,0
204,Current R&D,35.941007,-80.01001736,0,0,96557.55551,0,0,42914.46912,0,0,0,0,0,0,0,139472.0246,0
205,Current R&D,35.95563,-101.880991,0,0,0,0,0,0,0,77044372.42,0,0,0,0,0,77044372.42,0
206,Current R&D,35.95933928,-77.83176195,0,0,111529.2603,0,0,49568.56013,0,0,0,0,0,0,0,161097.8204,0
207,Current R&D,35.9796355,-78.94746602,0,0,3076366.728,0,0,1367274.101,0,0,0,0,0,0,0,4443640.829,0
208,Current R&D,36.07058889,-80.2664688,0,0,1285214.037,0,0,571206.2388,0,0,0,0,0,0,0,1856420.276,0
209,Current R&D,36.07429894,-119.0317245,0,0,934870.8903,0,0,415498.1735,0,0,0,0,0,0,0,1350369.064,0
