gid,scenario,latitude,longitude,demand_ammonia_kg,demand_biofuel_kg,demand_ldv_kg,demand_metals_kg,demand_methanol_kg,demand_mhdv_kg,demand_ng_kg,demand_refining_kg,demand_storage_kg,demand_synfuel_kg,supply_lte_kg,supply_nuclearhte_kg,supply_smr_kg
1,Current R&D,25.9656549,-97.47349439,0,0,389251535.6,0,0,173000682.5,0,0,0,0,0,0,0
2,Current R&D,26.16726259,-97.70732103,0,0,156775337.4,0,0,69677927.73,0,0,0,0,0,0,0
3,Current R&D,26.17698481,-80.23198009,0,0,2.05404E+11,0,0,91290701690,0,0,0,0,0,0,0
4,Current R&D,26.21127837,-81.7453499,0,0,10956815951,0,0,4869695978,0,0,0,0,0,0,0
5,Current R&D,26.24034618,-98.17500675,0,0,2412027923,0,0,1072012410,0,0,0,0,0,0,0
6,Current R&D,26.37507016,-98.85081967,0,0,153558610.5,0,0,68248271.35,0,0,0,0,0,0,0
7,Current R&D,26.59995104,-81.84186623,0,0,7097588281,0,0,3154483680,0,0,0,0,0,0,0
8,Current R&D,27.00692437,-82.12386758,0,0,644574380.4,0,0,286477502.4,0,0,0,0,0,0,0
9,Current R&D,27.2650432,-80.3026657,0,0,17168034959,0,0,7630237760,0,0,0,0,0,0,0
10,Current R&D,27.30239188,-82.47260729,0,0,7694551624,0,0,3419800722,0,0,0,0,0,0,0
11,Current R&D,27.51972229,-81.47494742,0,0,73203213.42,0,0,32534761.52,0,0,0,0,0,0,0
12,Current R&D,27.53591299,-99.47836772,0,0,813214419.3,0,0,361428630.8,0,0,0,0,0,0,0
13,Current R&D,27.66292592,-80.4204576,0,0,478075989.8,0,0,212478217.7,0,0,0,0,0,0,0
14,Current R&D,27.74616032,-97.41376367,0,61469931499,1014476926,0,0,450878634,0,3.3418E+11,0,0,0,0,1.04714E+12
15,Current R&D,28.00711679,-82.51081464,0,0,45900197406,0,0,20400087736,0,0,0,0,0,0,0
16,Current R&D,28.02209498,-81.95712167,0,0,385639477.3,0,0,171395323.2,0,0,0,0,0,0,0
17,Current R&D,28.04315553,-81.70354377,0,0,130360652.9,0,0,57938067.96,0,0,0,0,0,0,0
18,Current R&D,28.18882919,-80.67420689,0,0,4618818561,0,0,2052808249,0,0,0,0,0,0,0
19,Current R&D,28.28694287,-82.19945298,0,0,30833103.92,0,0,13703601.74,0,0,0,0,0,0,0
20,Current R&D,28.30082136,-81.38341164,0,0,5620028679,0,0,2497790524,0,0,0,0,0,0,0
21,Current R&D,28.33190385,-81.65426904,0,0,98120632.78,0,0,43609170.12,0,0,0,0,0,0,0
22,Current R&D,28.4659,-98.1782,0,61469931499,0,0,0,0,0,35055189452,0,0,0,0,25868178597
23,Current R&D,28.49178417,-82.52346507,0,0,68610707.32,0,0,30493647.7,0,0,0,0,0,0,0
24,Current R&D,28.58381643,-81.41199908,0,0,21723215188,0,0,9654762306,0,0,0,0,0,0,0
25,Current R&D,28.60251249,-80.83514981,0,0,16634427.33,0,0,7393078.812,0,0,0,0,0,0,0
26,Current R&D,28.69816397,-100.4725695,0,0,84017261.31,0,0,37341005.03,0,0,0,0,0,0,0
27,Current R&D,28.81646999,-81.77484945,0,0,177356592.4,0,0,78825152.19,0,0,0,0,0,0,0
28,Current R&D,28.82642001,-96.98442075,0,30734965749,170686265.5,0,0,75860562.43,0,0,0,0,0,0,80450035436
29,Current R&D,28.88579076,-82.43146853,0,0,37477137.11,0,0,16656505.38,0,0,0,0,0,0,0
30,Current R&D,28.96078381,-81.26803175,0,0,223959128.3,0,0,99537390.34,0,0,0,0,0,0,0
31,Current R&D,28.96297164,-81.99426922,0,0,416850873.5,0,0,185267054.9,0,0,0,0,0,0,0
32,Current R&D,29.0460706,-95.4072996,0,92204897248,169136361.4,0,0,75171716.18,0,1.00158E+11,0,0,0,0,9.45167E+11
33,Current R&D,29.15412475,-82.13317646,0,0,194486863.5,0,0,86438606.01,0,0,0,0,0,0,0
34,Current R&D,29.25911338,-81.07375557,0,0,2024112414,0,0,899605517.2,0,0,0,0,0,0,0
35,Current R&D,29.28703539,-94.82187954,0,30734965749,54420709.18,0,0,24186981.86,0,88986250148,0,0,0,0,0
36,Current R&D,29.36919555,-100.8816933,0,0,758114.7413,0,0,336939.885,0,0,0,0,0,0,0
37,Current R&D,29.38846103,-95.02886775,0,61469931499,301013582.3,0,0,133783814.4,0,2.19769E+11,0,0,0,0,2.31158E+12
38,Current R&D,29.51527848,-98.4761833,0,30734965749,48683035743,0,0,21636904775,0,8089659104,0,0,0,0,0
39,Current R&D,29.65933485,-82.37221225,0,0,1290404756,0,0,573513224.9,0,0,0,0,0,0,0
40,Current R&D,29.66781421,-90.73146582,0,13581143788,267547061.5,0,0,118909805.1,0,0,0,0,0,0,1.77456E+11
41,Current R&D,29.69084043,-91.19311506,0,0,1406014.106,0,0,624895.1584,0,0,0,0,0,0,0
42,Current R&D,29.783503,-95.39388824,0,92204897248,1.61436E+11,0,0,71749402028,0,6.39661E+11,0,0,0,0,1.00394E+12
43,Current R&D,29.868869,-97.92118273,0,30734965749,182653639.9,0,0,81179395.5,0,5778327932,0,0,0,0,0
44,Current R&D,29.95855527,-90.14535644,1.32114E+11,40743431364,8503350245,0,0,3779266775,0,6.47558E+11,0,0,0,0,2.20613E+12
45,Current R&D,29.98479371,-93.91777803,47764227642,92204897248,424580120.8,0,0,188702275.9,0,4.98862E+11,0,0,0,0,1.51455E+12
46,Current R&D,30,-70,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Current R&D,30.07,-83.53,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Current R&D,30.11831127,-94.12682864,0,61469931499,374146508.8,0,0,166287337.2,0,1.45383E+11,0,0,0,0,1.28824E+11
49,Current R&D,30.16666755,-92.01089738,0,13581143788,566526100.9,0,0,251789378.2,0,31973414555,0,0,0,0,0
50,Current R&D,30.19391197,-85.67705897,0,32611277455,60400616.71,45977011494,0,26844718.54,0,0,0,0,0,0,0
51,Current R&D,30.22289052,-93.25148889,0,27162287576,422765784.7,0,0,187895904.3,0,3.15111E+11,0,0,0,0,9.94761E+11
52,Current R&D,30.23058171,-95.47993941,0,0,2269078961,0,0,1008479538,0,0,0,0,0,0,0
53,Current R&D,30.241479,-81.64975268,0,0,15315734251,0,0,6806993000,0,0,0,0,0,0,0
54,Current R&D,30.2951968,-89.79109351,0,0,8068569.967,0,0,3586031.096,0,0,0,0,0,0,0
55,Current R&D,30.35966843,-97.76188926,0,0,44139005315,0,0,19617335696,0,0,0,0,0,0,0
56,Current R&D,30.402697,-89.02282056,0,20871338954,138573873.7,45977011494,0,61588388.3,0,0,0,0,0,0,0
57,Current R&D,30.42364052,-91.03723493,6.15854E+11,40743431364,4491549444,0,0,1996244197,0,3.33487E+11,0,0,0,0,1.56678E+12
58,Current R&D,30.43478701,-90.10555427,0,0,278661137.3,0,0,123849394.4,0,0,0,0,0,0,0
59,Current R&D,30.47291465,-84.2690715,0,32611277455,986547811,0,0,438465693.8,0,0,0,0,0,0,0
60,Current R&D,30.48875488,-87.25291617,0,97833832364,1279016028,45977011494,0,568451568,0,1926109311,0,0,0,0,29748405386
61,Current R&D,30.62620521,-96.3321831,0,0,580441141,0,0,257973840.5,0,0,0,0,0,0,0
62,Current R&D,30.66690735,-88.16451548,0,30122676290,1454880812,45977011494,0,646613694,0,1.79321E+11,0,0,0,0,7.31811E+11
63,Current R&D,30.70952684,-95.54512295,0,0,60497679.82,0,0,26887857.7,0,0,0,0,0,0,0
64,Current R&D,30.80088181,-102.5208253,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Current R&D,30.8496,-83.2782,0,15706690527,0,0,0,0,0,0,0,0,0,0,16814316088
66,Current R&D,31.09484174,-97.41530273,0,0,313019760,0,0,139119893.3,0,0,0,0,0,0,0
67,Current R&D,31.09564625,-97.7512764,0,0,981195280,0,0,436086791.1,0,0,0,0,0,0,0
68,Current R&D,31.292676,-85.111597,0,10040892097,0,45977011494,0,0,0,0,0,0,0,0,0
69,Current R&D,31.33552227,-94.73883074,0,30734965749,100023651.8,0,0,44454956.37,0,0,0,0,0,0,36215450035
70,Current R&D,31.33775465,-92.45338697,0,0,36443112.22,0,0,16196938.76,0,0,0,0,0,0,0
71,Current R&D,31.40587056,-110.959714,0,0,227475474.8,0,0,101100211,0,0,0,0,0,0,0
72,Current R&D,31.43991656,-100.4571056,0,0,292499938.5,0,0,129999972.7,0,0,0,0,0,0,0
73,Current R&D,31.53544511,-110.2858186,0,0,217191311.1,0,0,96529471.61,0,0,0,0,0,0,0
74,Current R&D,31.54222589,-97.1662379,0,0,794536159.2,0,0,353127181.9,0,0,0,0,0,0,0
75,Current R&D,31.61247785,-94.65340669,0,0,53312072.64,0,0,23694254.51,0,0,0,0,0,0,0
76,Current R&D,31.78066369,-106.3894049,0,30734965749,13117162183,0,0,5829849859,0,51619729523,0,0,0,0,0
77,Current R&D,31.814884,-89.009189,0,20871338954,0,45977011494,0,0,0,4815273276,0,0,0,0,0
78,Current R&D,31.86521963,-102.4015017,0,30734965749,990947332.4,0,0,440421036.6,0,0,0,0,0,0,0
79,Current R&D,31.8947386,-110.993762,0,0,367608243.8,0,0,163381441.7,0,0,0,0,0,0,0
80,Current R&D,31.960773,-90.981733,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Current R&D,31.99670924,-102.108043,0,30734965749,931266412.6,0,0,413896183.4,0,28506417796,0,0,0,0,0
82,Current R&D,32.04405209,-81.15342746,0,0,190111124.2,0,0,84493832.99,0,0,0,0,0,0,0
83,Current R&D,32.21496541,-80.79638334,0,0,186861714.5,0,0,83049650.9,0,0,0,0,0,0,0
84,Current R&D,32.25456136,-110.9462179,0,0,19182063047,0,0,8525361354,0,0,0,0,0,0,0
85,Current R&D,32.31031406,-95.3011666,0,30734965749,741072103.3,0,0,329365379.2,0,28891639658,0,0,0,0,0
86,Current R&D,32.3299423,-90.15626979,82317073171,83485355814,591105634.3,45977011494,0,262713615.2,0,10516556836,0,0,0,0,1.42804E+11
87,Current R&D,32.33217541,-106.7621244,0,0,452719122.2,0,0,201208498.7,0,0,0,0,0,0,0
88,Current R&D,32.36788515,-97.37612835,0,0,94771014.78,0,0,42120451.01,0,0,0,0,0,0,0
89,Current R&D,32.39987738,-86.29676999,0,20081784194,86290261.83,45977011494,0,38351227.48,0,0,0,0,0,0,6467044649
90,Current R&D,32.42833222,-99.74648713,0,0,466771855.4,0,0,207454158,0,0,0,0,0,0,0
91,Current R&D,32.48539191,-84.980651,0,15706690527,145233186.8,45977011494,0,64548083.04,0,0,0,0,0,0,0
92,Current R&D,32.48544707,-93.75593694,0,27162287576,430094049.9,0,0,191152911.1,0,31857847997,0,0,0,0,15779588944
93,Current R&D,32.51855504,-94.7806703,0,30734965749,231127621,0,0,102723387.1,0,0,0,0,0,0,124167257.3
94,Current R&D,32.52079279,-92.1166126,0,0,196300522.8,0,0,87244676.8,0,0,0,0,0,0,0
95,Current R&D,32.58420891,-83.66935839,0,15706690527,118144229.1,45977011494,0,52508546.24,0,0,0,0,0,0,0
96,Current R&D,32.67780425,-114.5683055,0,0,3667319705,0,0,1629919869,0,0,0,0,0,0,0
97,Current R&D,32.73119857,-103.1387527,0,0,166824926.8,0,0,74144411.93,0,0,0,0,0,0,0
98,Current R&D,32.75182594,-97.72515153,0,0,147196181.8,0,0,65420525.24,0,0,0,0,0,0,0
99,Current R&D,32.77064474,-115.545086,0,0,3153907500,0,0,1401736666,0,0,0,0,0,0,0
100,Current R&D,32.81525112,-96.97143381,0,30734965749,1.73102E+11,0,0,76934420801,0,0,0,0,0,0,4009567682
101,Current R&D,32.83442899,-83.67135762,0,15706690527,80241692.04,45977011494,0,35662974.24,0,0,0,0,0,0,0
102,Current R&D,32.90202251,-80.01594336,0,0,6142921736,0,0,2730187438,0,0,0,0,0,0,0
103,Current R&D,32.90246623,-105.949215,0,0,125375030.4,0,0,55722235.72,0,0,0,0,0,0,0
104,Current R&D,32.90761491,-111.7395221,0,0,635130447.5,0,0,282280198.9,0,0,0,0,0,0,0
105,Current R&D,32.92819635,-117.1291121,0,0,1.72121E+11,0,0,76498228898,0,0,0,0,0,0,0
106,Current R&D,33.06065018,-112.0248156,0,0,250717891.6,0,0,111430174,0,0,0,0,0,0,0
107,Current R&D,33.09586211,-97.06800071,0,0,8968687399,0,0,3986083288,0,0,0,0,0,0,0
108,Current R&D,33.2014573,-92.6734066,73170731707,1.17711E+11,0,0,0,0,0,32743858279,0,0,0,0,1.61716E+11
109,Current R&D,33.20620768,-87.53840886,0,30122676290,61714019.27,45977011494,0,27428453.01,0,15408874484,0,0,0,0,41389085755
110,Current R&D,33.20768189,-96.66996522,0,0,3424281152,0,0,1521902734,0,0,0,0,0,0,0
111,Current R&D,33.36524892,-104.5285552,0,11291782087,189410852.3,0,0,84182601.02,0,44300514143,0,0,0,0,23281360737
112,Current R&D,33.3682,-92.731,0,78474058825,0,0,0,0,0,2966208338,0,0,0,0,6467044649
113,Current R&D,33.39835178,-91.03773201,0,20871338954,4303466.669,45977011494,0,1912651.853,0,0,0,0,0,0,0
114,Current R&D,33.41467024,-100.4828222,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Current R&D,33.43937911,-94.07056686,0,0,58539500.48,0,0,26017555.77,0,0,0,0,0,0,0
116,Current R&D,33.46967965,-86.79080135,0,10040892097,3788870545,45977011494,0,1683942464,0,0,0,0,0,0,0
117,Current R&D,33.47237617,-112.3987515,0,0,4080879403,0,0,1813724179,0,0,0,0,0,8.38071E+11,0
118,Current R&D,33.4882414,-81.99597506,1.14837E+11,31413381054,3421413368,0,0,1520628164,0,0,0,0,0,0,2.36379E+11
119,Current R&D,33.49399433,-111.9698648,0,0,1.36496E+11,0,0,60664912399,0,0,0,0,0,0,0
120,Current R&D,33.50153628,-88.39121113,0,41742677907,2050294.9,45977011494,0,911242.1778,0,0,0,0,0,0,55099220411
121,Current R&D,33.55270384,-117.6587986,0,0,35921513142,0,0,15965116952,0,0,0,0,0,0,0
122,Current R&D,33.5596661,-101.8917268,0,0,1058082840,0,0,470259040.1,0,0,0,0,0,0,0
123,Current R&D,33.62331092,-117.1980418,0,0,12960546356,0,0,5760242825,0,0,0,0,0,0,0
124,Current R&D,33.6558,-85.8503,0,20081784194,0,45977011494,0,0,0,0,0,0,0,0,1676257973
125,Current R&D,33.69432265,-96.59445098,0,61469931499,114548652.5,0,0,50910512.21,0,33899523866,0,0,0,0,1.34515E+11
126,Current R&D,33.7464375,-116.3470086,0,0,14385116906,0,0,6393385292,0,0,0,0,0,0,0
127,Current R&D,33.75220192,-116.9800954,0,0,6495314344,0,0,2886806375,0,0,0,0,0,0,0
128,Current R&D,33.76136397,-78.84949451,0,0,2802712515,0,0,1245650007,0,0,0,0,0,0,0
129,Current R&D,33.82407101,-84.33245188,0,31413381054,1.26149E+11,45977011494,0,56066218057,0,0,0,0,0,0,10295535082
130,Current R&D,33.90280473,-98.5186186,0,0,146760009.6,0,0,65226670.94,0,0,0,0,0,0,0
131,Current R&D,33.94374817,-83.39779667,0,15706690527,1411080007,45977011494,0,627146669.6,0,0,0,0,0,0,0
132,Current R&D,33.98330691,-118.1057299,0,12629211034,6.73769E+11,0,0,2.99453E+11,0,4.51403E+11,0,0,0,0,2.36564E+12
133,Current R&D,33.98669349,-117.3452636,0,6314605517,77972615123,0,0,34654495610,0,0,0,0,0,0,24833451453
134,Current R&D,34.03543678,-81.07614074,0,40844506708,4359284384,0,0,1937459726,0,0,0,0,0,0,13710134656
135,Current R&D,34.18299976,-111.609878,0,11388440363,0,0,0,0,0,0,0,0,0,0,0
136,Current R&D,34.19577029,-118.8607338,0,0,15353363917,0,0,6823717296,0,0,0,0,0,0,0
137,Current R&D,34.21744644,-77.89749419,0,0,132138665.4,0,0,58728295.73,0,0,0,0,0,0,0
138,Current R&D,34.21777206,-92.03862841,0,39237029413,10954956.69,0,0,4868869.639,0,0,0,0,0,0,2607512403
139,Current R&D,34.23055023,-119.0338489,0,0,3875307825,0,0,1722359034,0,0,0,0,0,0,0
140,Current R&D,34.25380939,-119.2050426,0,0,24711214230,0,0,10982761880,0,0,0,0,0,0,0
141,Current R&D,34.26263629,-83.85702071,0,31413381054,1200801825,45977011494,0,533689699.8,0,0,0,0,0,0,2048759745
142,Current R&D,34.26860129,-118.7467894,0,0,5739888610,0,0,2551061604,0,0,0,0,0,0,0
143,Current R&D,34.42746632,-118.5313506,0,0,11906766743,0,0,5291896330,0,0,0,0,0,0,0
144,Current R&D,34.42784952,-119.7226257,0,0,9647325691,0,0,4287700307,0,0,0,0,0,0,0
145,Current R&D,34.472633,-93.07294584,0,0,44921278.39,0,0,19965012.62,0,0,0,0,0,0,0
146,Current R&D,34.47688612,-117.3120699,0,0,7557057379,0,0,3358692168,0,0,0,0,0,0,0
147,Current R&D,34.49537859,-114.3145716,0,0,384120481.8,0,0,170720214.1,0,0,0,0,0,0,0
148,Current R&D,34.52186967,-82.66056461,0,40844506708,364063511.9,45977011494,0,161806005.3,0,0,0,0,0,0,0
149,Current R&D,34.57890443,-112.3989019,0,0,2283618138,0,0,1014941395,0,0,0,0,0,0,0
150,Current R&D,34.61847896,-98.41739007,0,0,118716495.6,0,0,52762886.95,0,0,0,0,0,0,0
151,Current R&D,34.62517563,-118.1218362,0,0,8815330955,0,0,3917924869,0,0,0,0,0,0,0
152,Current R&D,34.665404,-120.4603686,0,0,976087312.4,0,0,433816583.3,0,0,0,0,0,0,0
153,Current R&D,34.72378331,-76.83675331,0,0,27905893.61,0,0,12402619.38,0,0,0,0,0,0,0
154,Current R&D,34.73935568,-86.63837073,0,20081784194,4377432748,45977011494,0,1945525666,0,0,0,0,0,0,54706024096
155,Current R&D,34.74400639,-77.41732465,0,0,230813596.8,0,0,102583820.8,0,0,0,0,0,0,0
156,Current R&D,34.7547,-87.635,24390243902,30122676290,0,45977011494,0,0,0,0,0,0,0,0,32348373968
157,Current R&D,34.75730908,-92.31930789,0,0,1006777987,0,0,447456883.2,0,0,0,0,0,0,0
158,Current R&D,34.76169005,-106.7128873,0,0,397820681.4,0,0,176809191.8,0,0,0,0,0,0,0
159,Current R&D,34.76656262,-82.25328174,0,0,1511961771,0,0,671983009.5,0,0,0,0,0,0,0
160,Current R&D,34.8448296,-82.43927771,0,0,1076308114,0,0,478359162,0,0,0,0,0,0,0
161,Current R&D,34.91110838,-120.4383906,0,6314605517,3536634819,0,0,1571837697,0,3852218621,0,0,0,0,0
162,Current R&D,34.95717611,-81.03468412,0,0,14307244.95,0,0,6358775.531,0,0,0,0,0,0,0
163,Current R&D,34.97354667,-81.99163297,0,0,19041308.58,0,0,8462803.812,0,0,0,0,0,0,0
164,Current R&D,35.05214678,-78.97991294,0,0,2262038066,0,0,1005350252,0,0,0,0,0,0,0
165,Current R&D,35.05809977,-85.21005766,0,25156976029,2976701184,45977011494,0,1322978304,0,0,0,0,0,0,20746279235
166,Current R&D,35.06681392,-92.43738367,0,0,18940780.17,0,0,8418124.52,0,0,0,0,0,0,0
167,Current R&D,35.07364973,-77.04925627,0,0,40582825.4,0,0,18036811.29,0,0,0,0,0,0,0
168,Current R&D,35.07836021,-114.5822913,0,0,314381894.6,0,0,139725286.5,0,0,0,0,0,0,0
169,Current R&D,35.09401516,-89.91762321,0,37735464043,2613838411,45977011494,0,1161705960,0,75118263112,0,0,0,0,22639829908
170,Current R&D,35.11826348,-120.6069725,0,0,2123181268,0,0,943636119.1,0,0,0,0,0,0,0
171,Current R&D,35.14181823,-106.6305308,0,0,9944088070,0,0,4419594698,0,0,0,0,0,0,0
172,Current R&D,35.177174,-79.43609384,0,0,100760037.6,0,0,44782238.94,0,0,0,0,0,0,0
173,Current R&D,35.19831874,-101.8483336,65040650407,92204897248,779530614.5,0,0,346458050.9,0,59324166765,0,0,0,0,4.66525E+11
174,Current R&D,35.20004052,-111.6250512,0,0,1346752911,0,0,598556849.5,0,0,0,0,0,0,0
175,Current R&D,35.21388197,-97.44394674,0,90459701237,193487554.2,0,0,85994468.55,0,28891639658,0,0,0,0,23281360737
176,Current R&D,35.22240283,-114.0176949,0,0,310743962.9,0,0,138108427.9,0,0,0,0,0,0,0
177,Current R&D,35.24979551,-80.8157913,0,95741198769,14232395014,0,0,6325508895,0,0,0,0,0,0,1241672573
178,Current R&D,35.25955272,-81.15213742,0,0,27888709.49,0,0,12394982,0,0,0,0,0,0,0
179,Current R&D,35.2741138,-93.13134844,0,0,8796863.118,0,0,3909716.941,0,0,0,0,0,0,0
180,Current R&D,35.27918662,-120.6656957,0,0,1947709331,0,0,865648591.7,0,0,0,0,0,0,0
181,Current R&D,35.33734663,-96.92194425,0,0,13711591.78,0,0,6094040.793,0,0,0,0,0,0,0
182,Current R&D,35.33839195,-87.8812237,0,25156976029,0,45977011494,0,0,0,0,0,0,0,0,19659815734
183,Current R&D,35.36128658,-119.0306803,0,18943816551,23072030402,0,0,10254235734,0,20031536830,0,0,0,0,76828490432
184,Current R&D,35.37807736,-94.36306284,0,0,283531227.6,0,0,126013878.9,0,0,0,0,0,0,0
185,Current R&D,35.38675904,-77.9832049,0,0,37818355.45,0,0,16808157.98,0,0,0,0,0,0,0
186,Current R&D,35.39561967,-109.4888389,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Current R&D,35.46127672,-79.17232538,0,0,4387489.967,0,0,1949995.541,0,0,0,0,0,0,0
188,Current R&D,35.48712408,-80.58188837,0,0,1811429546,0,0,805079798,0,0,0,0,0,0,0
189,Current R&D,35.488468,-108.427359,0,0,0,0,0,0,0,10015768415,0,0,0,0,0
190,Current R&D,35.49874033,-82.56431524,0,0,1365454168,0,0,606868519,0,0,0,0,0,0,0
191,Current R&D,35.50413881,-97.52523817,0,0,8180823588,0,0,3635921595,0,0,0,0,0,0,0
192,Current R&D,35.52774675,-120.6718214,0,0,1135272077,0,0,504565367.6,0,0,0,0,0,0,0
193,Current R&D,35.58176189,-77.3730195,0,0,274611869.1,0,0,122049719.6,0,0,0,0,0,0,0
194,Current R&D,35.62432591,-117.6831914,0,0,640442677.1,0,0,284641189.8,0,0,0,0,0,0,0
195,Current R&D,35.64326422,-106.0077711,0,0,340500460,0,0,151333537.8,0,0,0,0,0,0,0
196,Current R&D,35.73773272,-77.93204343,0,0,25216188.99,0,0,11207195.11,0,0,0,0,0,0,0
197,Current R&D,35.7514463,-95.35106067,36585365854,45229850618,8130135.024,0,0,3613393.344,0,0,0,0,0,0,48522560952
198,Current R&D,35.75830911,-81.41835935,0,0,1794203522,0,0,797423787.6,0,0,0,0,0,0,0
199,Current R&D,35.76971047,-78.66919695,0,95741198769,16887324346,0,0,7505477487,0,0,0,0,0,0,2048759745
200,Current R&D,35.77369668,-119.2657338,0,0,760362007.7,0,0,337938670.1,0,0,0,0,0,0,0
201,Current R&D,35.82930816,-90.68901485,0,0,11766751.79,0,0,5229667.462,0,0,0,0,0,0,0
202,Current R&D,35.84951815,-86.40510169,0,12578488014,46452964.09,45977011494,0,20645761.82,0,0,0,0,0,0,0
203,Current R&D,35.91675896,-84.0250407,0,12578488014,5202766549,45977011494,0,2312340688,0,0,0,0,0,0,0
204,Current R&D,35.941007,-80.01001736,0,0,96557555.51,0,0,42914469.12,0,0,0,0,0,0,0
205,Current R&D,35.95563,-101.880991,0,0,0,0,0,0,0,77044372422,0,0,0,0,0
206,Current R&D,35.95933928,-77.83176195,0,0,111529260.3,0,0,49568560.13,0,0,0,0,0,0,0
207,Current R&D,35.9796355,-78.94746602,0,0,3076366728,0,0,1367274101,0,0,0,0,0,0,0
208,Current R&D,36.07058889,-80.2664688,0,0,1285214037,0,0,571206238.8,0,0,0,0,0,0,0
209,Current R&D,36.07429894,-119.0317245,0,0,934870890.3,0,0,415498173.5,0,0,0,0,0,0,0
210,Current R&D,36.07853147,-79.40934103,0,0,73483670.54,0,0,32659409.13,0,0,0,0,0,0,0
211,Current R&D,36.09421479,-79.84421419,0,0,2730861751,0,0,1213716334,0,0,0,0,0,0,0
212,Current R&D,36.10600441,-95.90410457,1.66667E+11,90459701237,7545300444,0,0,3353466864,0,64139440042,0,0,0,0,2.21047E+11
213,Current R&D,36.12176242,-97.0719873,0,90459701237,14991818.21,0,0,6663030.316,0,84402109989,0,0,0,0,1.21063E+11
214,Current R&D,36.13247683,-115.165503,0,5212777089,79770576879,0,0,35453589724,0,0,0,0,0,0,9571226081
215,Current R&D,36.14146863,-86.6924717,0,25156976029,3024272284,45977011494,0,1344121015,0,0,0,0,0,0,3880226790
216,Current R&D,36.14647828,-120.3545069,0,0,761115.3002,0,0,338273.4668,0,0,0,0,0,0,0
217,Current R&D,36.26760274,-94.17966558,0,0,484345851.5,0,0,215264822.9,0,0,0,0,0,0,0
218,Current R&D,36.29383428,-119.300912,0,0,6205940448,0,0,2758195755,0,0,0,0,0,0,0
219,Current R&D,36.32190786,-119.6942284,0,0,878460124.7,0,0,390426722.1,0,0,0,0,0,0,0
220,Current R&D,36.33887935,-82.34881371,0,0,105914566,0,0,47073140.46,0,0,0,0,0,0,0
221,Current R&D,36.4018893,-97.89238882,1.70732E+11,45229850618,30232298.85,0,0,13436577.27,0,0,0,0,0,0,2.26439E+11
222,Current R&D,36.44,-99.47,65040650407,0,0,0,0,0,0,0,0,0,0,0,86262330581
223,Current R&D,36.51951416,-82.54635566,9146341463,25156976029,118765358.2,0,0,52784603.65,0,0,0,0,0,0,25064729536
224,Current R&D,36.56643583,-119.6082291,0,0,734734021.4,0,0,326548454,0,0,0,0,0,0,0
225,Current R&D,36.57500962,-119.4254397,0,0,481528809,0,0,214012804,0,0,0,0,0,0,0
226,Current R&D,36.575269,-87.35247955,0,25156976029,107162286.7,45977011494,0,47627682.98,0,0,0,0,0,0,0
227,Current R&D,36.60323448,-82.15150296,0,0,12799317.94,0,0,5688585.751,0,0,0,0,0,0,0
228,Current R&D,36.6092328,-79.41193778,0,0,84816163.32,0,0,37696072.59,0,0,0,0,0,0,0
229,Current R&D,36.6129838,-121.8620216,0,0,3284799994,0,0,1459911108,0,0,0,0,0,0,0
230,Current R&D,36.69561831,-79.89786732,0,0,30865459.06,0,0,13717981.8,0,0,0,0,0,0,0
231,Current R&D,36.70498007,-121.6632649,0,0,4741117662,0,0,2107163405,0,0,0,0,0,0,0
232,Current R&D,36.74633716,-95.95456103,61991869919,1.3569E+11,8309976.154,0,0,3693322.735,0,48152732764,0,0,0,0,1.39129E+11
233,Current R&D,36.74728807,-108.1589588,0,5645891043,317133919.7,0,0,140948408.8,0,0,0,0,0,0,0
234,Current R&D,36.74859963,-101.498854,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Current R&D,36.78812898,-119.7631528,0,0,28784751156,0,0,12793222736,0,0,0,0,0,0,0
236,Current R&D,36.8426435,-121.3931806,0,0,926679212,0,0,411857427.6,0,0,0,0,0,0,0
237,Current R&D,36.9052118,-76.30620706,0,0,49418524670,0,0,21963788742,0,0,0,0,0,0,0
238,Current R&D,36.93835208,-121.7725478,0,0,1586828666,0,0,705257184.9,0,0,0,0,0,0,0
239,Current R&D,36.97145507,-120.0633552,0,0,2557706461,0,0,1136758427,0,0,0,0,0,0,0
240,Current R&D,37.01389217,-122.0036696,0,0,11619650635,0,0,5164289171,0,0,0,0,0,0,0
241,Current R&D,37.04738392,-84.08904421,0,52781235527,65356009.68,0,0,29047115.41,0,2426897731,0,0,0,0,0
242,Current R&D,37.05365031,-88.6243339,0,0,13097697.97,0,0,5821199.096,0,0,0,0,0,0,0
243,Current R&D,37.06287363,-91.30485707,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Current R&D,37.06332505,-120.8421122,0,0,283827.021,0,0,126145.3427,0,0,0,0,0,0,0
245,Current R&D,37.08155247,-121.610706,0,0,3822563583,0,0,1698917148,0,0,0,0,0,0,0
